ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
909,66,36,55,93023,4,1.67,3,0,0,0,0,1
4565,58,32,28,90095,2,0.3,1,148,0,0,0,0
1145,49,24,91,95822,1,2.8,2,0,0,0,0,0
4117,24,-2,135,90065,2,7.2,1,0,0,0,1,0
2101,31,6,145,93940,1,0.8,1,84,0,0,1,0
944,30,4,80,94701,4,1.8,2,0,0,0,0,0
1870,55,30,44,94025,2,2.0,2,0,0,0,1,0
2379,30,5,61,95605,1,0.8,2,251,1,1,1,0
4682,27,3,68,95503,4,0.0,1,0,0,0,0,1
4263,58,33,42,92093,4,1.7,1,0,0,0,0,0
2180,49,23,68,90024,1,1.5,2,0,0,0,0,0
3014,45,21,183,90029,2,1.4,1,0,0,0,1,1
147,46,19,84,94102,1,2.67,2,0,0,0,1,1
3404,54,29,82,94709,3,3.7,2,0,0,0,1,0
3026,58,32,128,94609,2,2.7,1,344,0,0,0,0
3406,55,30,50,94061,2,2.1,3,0,0,0,1,0
3259,41,17,42,91910,4,2.2,2,185,1,0,1,0
553,28,3,52,90024,4,2.2,1,230,0,0,1,0
2015,49,19,169,95054,3,5.67,3,167,0,1,0,1
3716,29,5,124,92037,2,0.2,1,0,0,0,0,1
1680,57,31,114,94590,4,5.2,1,0,1,1,1,0
4581,50,24,102,91103,2,6.3,1,0,0,0,1,0
3946,29,3,123,92821,3,5.6,3,428,0,0,1,0
3513,46,20,70,90405,4,2.9,1,0,0,0,0,1
682,34,9,164,94720,1,6.0,3,0,0,0,1,0
3228,31,7,18,94720,1,0.4,3,0,0,0,1,0
2034,49,23,83,92126,1,0.3,1,0,0,0,1,1
940,56,32,8,93943,2,0.3,1,0,0,0,1,1
499,32,8,43,95023,1,2.1,3,0,0,0,0,1
3419,57,31,40,91775,3,1.4,3,0,0,1,1,1
3446,37,13,38,94701,1,1.5,2,116,0,0,0,1
3197,37,7,73,94043,4,1.8,3,0,0,0,1,1
2852,61,36,81,95449,3,1.8,2,0,0,0,1,0
2460,62,37,41,95060,3,0.9,3,0,0,0,1,1
3234,46,20,111,95037,1,0.0,1,329,0,0,0,0
819,51,27,42,95039,4,1.1,2,0,0,0,1,1
1544,52,26,101,93407,2,2.4,2,0,0,0,1,0
3622,53,27,81,91730,3,1.7,2,193,0,0,1,0
4182,47,22,22,90024,1,0.4,3,0,0,0,1,0
3469,43,19,113,93933,2,1.8,2,0,0,0,0,1
785,48,22,98,94115,2,6.3,1,0,0,0,0,0
211,51,26,20,92131,2,0.0,1,0,0,0,0,0
1373,39,13,139,95616,3,3.4,1,483,0,0,1,0
1818,36,11,9,94604,4,0.2,3,0,0,0,0,1
4039,55,30,54,91367,3,1.7,1,0,0,0,1,0
1381,60,34,105,92103,2,1.4,1,0,0,0,1,0
1501,54,28,74,95014,2,1.1,1,0,0,0,1,0
3119,64,39,114,90095,1,0.8,3,0,0,0,1,0
960,49,24,68,94143,1,0.2,2,163,0,0,0,0
1201,36,12,22,92507,4,1.0,1,91,1,0,1,0
2044,57,32,25,90049,2,0.2,3,0,0,0,1,1
4534,59,34,19,95762,2,0.5,2,0,0,0,1,0
3074,29,5,149,94611,1,1.5,1,0,0,0,1,0
3375,57,31,61,91360,1,2.2,3,0,0,0,0,0
1845,65,40,21,92717,3,0.1,3,0,0,0,0,1
786,46,22,164,94122,2,7.6,1,0,0,1,1,1
3474,59,34,52,92173,4,0.7,1,0,1,0,0,0
1384,65,41,105,95616,4,1.7,2,230,1,0,1,0
3397,52,28,65,93106,1,0.0,1,0,0,0,1,1
4926,64,39,82,94025,4,3.4,2,0,0,0,1,0
2990,42,18,142,93106,1,3.4,1,496,0,0,1,0
914,57,32,34,92507,2,2.0,2,0,1,0,0,0
3063,39,14,75,92521,1,0.1,2,297,0,0,0,1
3634,51,25,93,90048,1,0.3,1,0,0,0,1,0
1627,31,6,180,93108,2,6.7,1,0,0,0,0,0
3171,43,16,65,94110,3,2.67,2,100,0,0,0,0
2341,33,9,44,94112,1,1.2,1,0,0,0,0,0
651,47,22,122,90037,1,5.1,3,163,1,0,0,0
4655,44,17,69,90095,3,2.67,2,0,0,0,0,0
851,46,20,39,95054,1,0.2,1,0,0,0,0,0
1391,29,3,80,94305,4,1.8,2,0,0,0,1,1
259,35,9,24,95747,4,0.3,1,0,0,0,1,0
1766,26,0,149,95051,2,7.2,1,154,0,0,0,0
3866,56,30,64,93105,3,2.5,1,0,0,0,0,0
421,47,22,58,93105,4,3.6,3,0,0,0,1,1
3776,32,6,31,90275,2,2.0,3,0,0,0,1,1
170,27,1,112,90503,4,2.1,3,0,0,0,0,1
3540,56,30,60,91380,1,2.2,3,0,0,0,0,0
3134,30,5,73,93711,3,2.6,3,0,0,0,1,0
3500,49,23,114,94550,1,0.3,1,286,0,0,1,0
4845,31,6,81,90840,2,2.5,1,313,0,0,0,0
3702,58,33,95,90503,1,2.6,1,0,0,0,1,0
3085,26,0,129,90028,3,0.7,2,0,0,0,0,0
2735,56,31,64,94126,4,0.9,1,0,0,0,1,0
4550,53,29,41,94080,2,0.8,1,0,0,0,1,0
4430,55,29,140,94720,2,2.7,1,0,0,0,1,0
2893,58,32,43,92093,1,2.8,2,0,0,0,1,0
950,40,16,45,94720,3,0.6,2,204,0,0,1,0
3317,56,26,63,94501,3,2.0,3,0,0,0,1,0
4626,45,21,102,92037,4,4.7,2,81,0,0,0,0
2524,49,23,100,95403,2,6.3,1,0,0,0,0,0
1279,36,10,74,94305,1,2.5,1,0,0,0,0,1
754,49,23,49,94720,1,1.2,2,0,0,0,1,1
3617,41,15,69,92507,1,1.5,3,78,0,0,1,0
4436,46,21,34,90840,2,1.3,1,116,0,0,0,0
223,26,2,104,94306,3,2.5,1,0,0,0,0,0
2424,50,25,82,91335,1,1.3,3,0,0,0,1,0
2223,45,20,41,95008,1,0.3,1,0,0,0,1,0
3867,51,25,40,91401,4,1.8,1,0,1,0,0,1
2014,40,15,52,92691,3,0.8,3,113,0,0,1,0
1871,63,37,110,95032,1,4.1,3,0,0,0,0,0
3583,49,25,65,92354,1,0.0,1,0,0,0,1,0
2783,47,22,53,92691,1,0.3,1,213,0,0,0,0
2153,62,38,30,94304,3,0.1,3,128,0,0,1,0
1171,35,10,104,91320,3,0.6,2,0,0,0,0,1
2491,52,28,168,90404,3,6.5,3,118,0,0,1,0
3703,50,25,160,93108,4,4.3,3,410,0,0,0,0
1193,45,20,138,92870,1,7.0,1,0,0,0,0,1
3751,57,32,52,90266,3,0.5,2,0,0,0,1,0
2297,27,3,82,94305,2,0.2,1,0,0,0,0,1
3092,58,32,42,95020,3,1.4,3,158,0,0,0,1
803,36,12,51,92521,3,2.0,1,214,0,0,1,0
1149,41,15,108,90034,1,5.2,1,0,0,0,0,0
1317,28,3,51,94086,2,1.6,3,123,0,0,0,0
245,41,17,78,94025,4,0.8,1,78,0,0,1,0
1668,44,20,22,90024,1,1.0,1,91,0,0,0,0
2178,31,7,108,94507,1,4.0,1,0,0,0,1,0
2666,35,9,105,90064,2,4.5,3,0,0,0,0,0
3416,36,12,93,90720,2,2.2,1,0,0,0,1,1
2211,58,33,51,95006,2,1.9,2,0,0,0,0,0
3695,38,8,21,92037,1,0.67,3,0,0,0,1,0
4763,37,7,94,91016,4,1.8,3,232,0,0,1,0
2828,37,11,84,90266,4,2.2,2,0,0,0,1,1
2591,46,20,152,95814,1,7.4,3,374,0,1,1,1
3623,54,29,60,94901,4,3.8,2,0,0,0,1,1
4262,53,28,18,92507,4,0.8,1,0,0,0,0,0
2200,49,24,51,91016,1,1.3,2,98,0,0,0,1
2409,48,22,85,94105,3,1.1,1,203,0,0,1,0
2858,34,8,184,93106,3,7.5,1,0,0,0,0,0
4225,57,27,39,95929,3,1.0,3,0,1,0,0,1
3728,56,30,31,94117,2,0.3,1,109,1,1,1,1
3157,54,30,24,92647,1,0.1,2,0,0,0,0,0
2920,35,10,64,94542,3,2.3,1,0,0,1,1,1
1059,59,34,24,94105,2,0.2,3,86,0,0,1,0
20,55,28,21,94720,1,0.5,2,0,1,0,0,1
3476,54,30,13,92037,1,0.3,1,0,0,0,0,0
2026,47,20,79,94720,3,2.0,2,185,1,0,0,0
1067,30,5,125,90016,4,0.5,3,0,0,1,1,0
688,48,22,65,92120,2,1.5,2,0,0,0,1,0
4995,64,40,75,94588,3,2.0,3,0,0,0,1,0
1751,60,34,61,95521,4,1.7,2,229,0,0,0,0
3831,34,8,34,92130,2,2.0,3,0,1,0,1,0
860,63,37,124,92182,3,5.0,2,170,0,0,0,0
4154,50,26,148,94608,2,6.8,1,0,0,0,1,0
3106,30,4,23,94122,4,0.3,2,121,0,0,0,0
911,60,36,79,92120,1,1.8,3,0,0,0,0,1
443,58,28,122,95136,1,3.0,3,115,0,0,1,0
3723,42,17,60,93118,1,2.4,1,98,0,0,1,0
969,55,31,90,92868,1,2.7,2,0,0,0,1,1
2179,37,13,158,93943,2,2.3,2,0,0,1,1,1
3652,49,23,140,90504,1,1.9,3,0,0,0,0,1
1325,52,28,15,95064,1,0.2,1,0,0,0,1,0
3556,35,9,81,91107,1,2.7,2,0,0,0,1,0
3334,37,13,79,91711,4,0.1,2,280,0,0,1,0
3607,43,18,9,96145,2,0.0,3,96,0,0,1,1
288,37,12,62,92110,3,0.7,2,0,0,0,0,1
2407,31,7,10,92354,1,0.5,3,81,0,0,1,0
2514,52,26,71,92037,1,1.4,3,0,0,0,0,0
1353,51,27,20,90401,4,0.5,2,0,0,0,1,0
3016,44,18,68,92673,4,2.9,1,0,1,0,0,1
1076,41,15,59,90024,4,0.2,3,0,0,0,0,0
3427,31,5,115,90025,2,1.5,3,189,0,0,1,0
158,41,17,83,94025,4,2.67,1,0,0,0,1,1
996,28,3,45,94305,2,1.6,3,0,0,0,1,1
375,30,5,98,91941,2,3.1,1,220,0,0,1,0
2199,59,35,58,91355,1,0.0,2,0,0,0,1,0
4555,41,16,109,94801,3,1.0,1,0,1,0,1,0
2225,38,12,29,92084,2,1.4,3,0,0,0,1,0
3126,46,20,18,92521,1,0.2,1,0,0,0,1,1
3880,28,4,101,95136,3,2.5,1,270,0,0,0,0
70,53,29,20,90045,4,0.2,1,0,0,0,1,0
2798,65,39,53,94608,1,2.5,3,0,0,0,1,0
225,52,27,58,94305,4,1.8,3,91,0,0,0,0
3232,62,37,24,90717,1,0.3,3,0,1,0,1,0
1183,28,2,19,94720,4,0.4,1,0,0,0,1,1
4278,40,16,138,92612,1,3.5,1,0,0,0,1,0
856,59,33,113,92152,2,2.0,1,77,0,0,1,0
151,46,22,118,94107,2,7.5,1,0,0,1,1,1
1671,38,14,25,95135,4,0.4,2,101,0,0,1,0
2051,41,15,29,94024,2,0.8,3,98,0,0,0,0
2175,30,5,123,95605,2,3.1,1,0,0,0,1,0
279,50,26,21,91125,4,1.0,1,0,0,0,1,0
3037,33,9,14,91320,4,0.7,2,105,0,0,1,0
4021,58,32,191,93943,4,5.2,3,194,0,0,0,1
3947,25,-1,40,93117,3,2.4,2,0,0,0,1,0
1086,51,26,11,92612,2,0.0,1,0,1,0,0,0
3414,54,24,72,95123,3,1.4,3,0,0,0,0,1
92,35,10,29,94105,4,1.1,3,0,0,0,1,0
1276,27,2,92,95616,2,3.1,1,178,0,0,1,0
1299,38,14,74,90274,1,3.6,2,0,0,0,1,1
1125,38,12,29,94022,4,0.2,1,0,0,0,0,1
2705,38,13,191,91710,2,3.0,1,0,0,0,1,0
640,62,36,32,92646,2,0.2,3,0,0,0,1,1
4048,43,17,82,94114,1,5.2,1,79,0,0,1,0
807,53,27,44,94542,4,1.5,3,0,0,0,0,0
4506,40,15,90,94063,4,1.1,2,0,1,0,1,0
850,33,8,58,94305,2,0.1,1,0,1,1,1,1
525,24,-1,75,93014,4,0.2,1,0,0,0,1,0
3093,43,18,113,90036,2,0.4,1,325,1,0,0,0
2725,49,24,30,90212,4,0.4,2,157,0,1,1,1
3229,27,2,45,94305,2,1.7,2,0,0,0,0,1
791,55,30,58,92028,4,0.9,1,0,0,0,1,1
4790,58,34,84,95120,4,1.6,2,0,0,0,1,0
954,51,26,28,92130,4,0.2,2,0,1,0,1,0
4818,46,22,134,93305,2,3.3,1,0,0,0,0,0
4552,27,0,28,91330,4,1.5,2,0,0,0,1,0
1720,36,12,188,91304,2,6.5,1,0,0,0,1,1
1285,65,40,128,90740,1,2.5,1,162,0,0,1,0
1302,41,17,153,92121,1,1.7,1,337,0,0,0,1
526,64,38,79,94024,2,2.8,1,179,0,0,0,0
2367,30,4,63,95008,4,2.2,2,0,1,0,1,0
712,62,37,83,91754,3,1.8,2,187,1,0,0,0
3165,28,4,82,95136,4,0.0,1,0,0,0,1,1
2370,50,24,45,94005,4,0.1,1,93,0,0,1,0
4195,63,37,31,95819,1,0.5,3,0,0,0,1,0
2838,39,14,54,92037,2,1.1,2,159,0,0,0,1
4819,45,19,85,94112,2,1.7,2,0,0,0,1,0
3935,35,11,68,94923,2,0.0,1,126,0,0,0,1
771,26,2,172,94551,2,6.9,2,0,0,0,1,0
3960,43,19,123,91107,3,1.3,1,0,0,0,1,0
247,38,14,60,94025,2,0.6,3,0,0,0,1,1
2205,63,37,20,94704,2,0.4,1,76,0,0,0,0
811,32,6,41,92182,2,2.0,3,0,0,0,0,0
2585,59,34,114,94606,3,4.2,2,0,0,0,1,0
976,63,38,83,92122,2,3.4,1,0,0,0,0,0
3900,60,34,43,92697,1,1.4,1,0,0,0,1,1
65,47,23,105,90024,2,3.3,1,0,0,0,0,0
1552,50,25,192,94115,2,2.8,1,238,0,0,0,1
974,43,18,85,92703,1,4.0,3,287,0,0,1,0
700,44,20,68,95060,1,0.8,3,91,0,0,0,0
3054,28,4,114,92521,2,0.2,1,0,0,0,1,0
770,33,6,78,90250,4,2.0,2,119,1,0,1,0
1332,31,7,84,92692,1,0.1,1,0,0,0,1,0
275,30,5,74,95616,4,2.2,1,0,1,0,0,1
1278,45,20,194,92110,2,8.8,1,428,0,0,0,0
3018,57,32,68,90041,2,3.7,1,184,0,0,0,0
1058,30,0,63,95503,2,1.75,3,0,0,0,1,0
2309,39,13,58,94590,2,2.4,2,0,0,0,1,0
1961,44,19,30,95616,4,0.0,2,0,0,0,1,0
735,66,42,53,92182,2,1.1,1,0,0,0,1,1
3902,34,10,53,94107,3,2.6,2,0,0,0,1,0
1779,27,3,32,94710,3,1.0,2,0,0,0,0,0
3763,53,27,84,95616,2,1.1,1,0,0,0,1,0
3800,37,11,44,93109,4,0.2,1,0,0,0,0,1
1150,56,32,158,91763,1,7.4,1,0,0,0,0,0
56,41,17,139,94022,2,8.0,1,0,0,0,1,0
1910,56,30,101,90048,3,1.7,2,0,0,0,0,1
3381,64,38,21,95422,1,0.8,2,76,0,0,0,1
4427,33,8,140,95814,1,4.6,1,0,0,0,1,0
3049,63,39,49,90275,1,0.8,1,103,0,0,1,0
4192,42,15,39,91711,3,1.0,2,132,0,0,0,0
1748,29,5,21,90717,4,0.4,2,89,0,0,0,1
2843,36,11,90,94709,1,2.8,1,0,0,0,1,0
4444,38,14,48,90034,1,1.8,1,169,0,0,0,0
3532,38,12,58,94542,3,0.9,3,128,0,0,0,1
281,33,8,64,92121,4,2.1,3,164,0,0,1,0
4031,58,32,44,92354,1,0.8,2,0,0,0,0,0
1887,65,41,115,94105,4,1.7,2,0,0,0,0,0
2312,62,37,115,90245,4,3.4,2,0,0,0,1,1
741,52,27,195,90266,1,8.1,1,0,0,0,0,0
3954,50,26,52,93555,4,0.1,3,0,0,0,0,0
3346,35,11,14,94720,4,1.0,1,0,0,1,1,1
1423,32,8,32,94143,2,1.0,2,103,0,1,1,1
400,28,3,84,90024,4,0.2,1,0,0,0,1,1
4680,26,0,161,94551,2,7.2,1,0,0,0,0,0
4639,37,13,89,91711,2,1.7,2,0,0,0,1,0
2010,25,0,99,92735,1,1.9,1,323,0,0,0,0
4211,35,8,43,95819,2,1.67,2,0,0,0,0,0
4217,60,35,173,90059,3,3.1,3,0,0,0,1,0
1804,58,32,59,94542,1,1.6,1,0,0,0,1,0
1706,48,24,79,90245,4,1.4,2,0,1,0,0,1
4197,49,25,13,95814,1,0.9,3,0,0,0,1,0
1340,52,25,180,94545,2,9.0,2,297,0,0,1,0
3512,37,11,89,94609,1,1.5,3,0,0,0,1,0
3646,42,17,79,92103,1,3.7,3,0,1,0,0,1
2271,26,2,51,92103,4,2.6,1,0,0,0,1,0
2402,42,17,63,95814,2,2.2,3,0,0,0,1,0
4369,31,7,25,93943,2,1.0,2,0,1,1,1,1
3084,40,16,78,90720,4,2.4,1,0,1,1,1,0
3765,63,37,15,94720,2,0.4,1,0,0,0,0,0
2391,33,9,41,95814,3,2.0,1,108,0,0,1,0
2245,57,31,53,92806,1,0.8,2,120,0,0,0,0
4757,30,4,78,92677,4,2.2,2,236,1,0,0,0
102,61,36,30,94608,3,1.3,2,0,0,0,0,0
4936,59,33,81,94022,2,1.4,1,0,0,0,1,0
2772,41,16,115,92333,1,7.0,1,0,0,0,0,0
2209,64,40,92,91109,2,0.0,3,185,1,0,1,0
4800,44,20,33,94306,4,0.3,1,142,0,0,0,1
2692,61,36,119,95064,2,5.4,2,0,0,0,1,0
4322,27,0,34,92717,1,2.0,2,112,0,0,0,1
2148,27,3,20,92007,4,1.0,1,0,0,0,0,0
3801,64,38,35,93955,1,0.5,3,0,0,0,1,0
1894,49,24,13,94608,1,0.4,3,101,1,0,0,0
2164,33,3,69,92161,4,1.8,3,0,0,0,1,0
4514,43,19,114,92325,1,1.7,1,0,0,0,1,0
1839,31,7,99,94720,1,4.0,1,0,0,0,1,0
1520,63,38,22,92115,3,0.1,3,90,0,0,1,0
1710,58,34,88,93555,2,1.6,1,0,0,0,1,1
1132,57,27,90,91709,2,4.5,3,0,0,0,1,0
3215,61,37,33,91775,3,0.1,3,0,0,0,1,0
3200,33,9,20,95521,4,0.7,2,0,0,0,1,0
1617,48,23,84,94402,4,3.1,2,0,1,1,1,0
3730,43,17,82,94040,3,0.1,1,0,0,0,1,0
4434,62,38,44,92612,1,1.9,2,0,0,0,0,1
541,25,-1,109,94010,4,2.3,3,314,0,0,1,0
3941,41,17,53,93727,2,2.5,1,102,0,0,1,0
47,39,14,43,95014,3,0.7,2,153,0,0,1,0
4316,51,26,62,90024,4,1.8,3,119,0,0,1,0
3673,38,13,65,91320,3,0.5,3,0,0,0,1,0
743,32,6,81,92626,1,2.5,1,0,0,0,1,0
1229,56,30,45,92870,1,0.2,1,98,0,0,0,0
1444,36,12,25,95051,4,1.0,1,0,0,0,1,0
4586,35,11,180,94010,1,3.6,3,571,0,1,1,1
3501,51,26,90,94110,1,2.8,2,0,0,0,1,1
4381,37,13,64,94105,1,1.5,3,0,0,0,1,0
2636,40,14,33,95616,2,0.8,3,89,0,0,1,0
4658,41,16,9,90089,2,0.3,2,0,0,0,0,1
2256,33,9,79,94612,1,0.1,1,0,0,0,1,0
1708,61,37,31,92374,3,0.4,2,0,0,0,0,1
4771,35,5,93,90095,4,1.8,3,0,0,0,0,1
1414,48,24,12,90058,3,0.4,1,0,0,0,0,0
2191,27,3,110,96150,2,0.2,1,294,1,0,0,1
1395,52,27,33,90095,2,0.7,2,0,0,0,0,1
579,46,19,49,92124,3,2.5,2,0,0,0,1,1
237,43,18,89,93407,3,0.5,3,0,0,0,1,1
1202,35,8,38,95060,4,1.0,2,0,0,0,1,0
389,54,30,100,95814,4,3.4,3,0,0,0,0,0
2301,66,41,70,93711,3,2.2,1,0,0,0,0,0
1611,38,14,103,94305,1,0.8,2,0,0,0,0,1
1580,29,5,122,94305,4,3.0,1,0,0,0,0,1
1591,49,23,58,95819,4,2.6,1,188,0,0,0,0
4987,32,6,78,95825,1,2.9,3,0,0,0,0,0
434,52,28,31,91330,4,0.2,1,141,0,0,1,1
1822,32,7,54,96008,4,1.3,1,0,1,0,1,0
687,24,-1,38,92612,4,0.6,2,0,0,0,1,0
